time,X,Y,Z
20.14840292930603,0.01,0.02,-9.71
20.17414116859436,0.0,0.03,-9.72
20.199156284332275,0.02,0.01,-9.72
20.224097728729248,0.01,0.02,-9.69
20.248898029327393,0.0,0.03,-9.72
20.27291202545166,0.01,0.04,-9.72
20.297800064086914,0.0,0.04,-9.71
20.322686195373535,0.01,0.03,-9.73
20.347594499588013,0.01,0.02,-9.73
20.372507572174072,0.0,0.02,-9.71
20.39738130569458,0.01,0.02,-9.71
20.42227077484131,0.01,0.02,-9.72
20.447181940078735,0.0,0.02,-9.71
20.47207260131836,0.01,0.02,-9.72
20.496960639953613,0.01,0.02,-9.71
20.521859645843506,0.01,0.02,-9.71
20.546869039535522,-0.0,0.03,-9.71
20.571777820587158,0.0,0.03,-9.71
20.597635507583618,0.01,0.03,-9.7
20.622514247894287,0.01,0.02,-9.72
20.647603034973145,-0.0,0.01,-9.73
20.672363996505737,0.01,0.02,-9.71
20.696365118026733,0.02,0.02,-9.71
20.72126269340515,0.01,0.02,-9.7
20.746156454086304,0.01,0.02,-9.72
20.77115488052368,-0.0,0.02,-9.72
20.79701852798462,0.01,0.03,-9.71
20.821881532669067,0.01,0.03,-9.7
20.84681987762451,0.0,0.02,-9.71
20.87164044380188,0.0,0.02,-9.71
20.895673990249634,0.01,0.02,-9.7
20.920536994934082,0.0,0.03,-9.73
20.94552516937256,-0.0,0.03,-9.78
20.97042727470398,0.01,0.03,-9.72
20.99619174003601,0.0,0.02,-9.71
21.021159172058105,0.0,0.03,-9.73
21.046110153198242,0.0,0.01,-9.73
21.071086883544922,-0.0,0.01,-9.69
21.095670700073242,0.01,0.02,-9.7
21.11991858482361,0.01,0.01,-9.72
21.14481806755066,0.01,0.02,-9.69
21.16971492767334,0.01,0.01,-9.7
21.194631576538086,0.01,0.03,-9.72
21.2195086479187,0.01,0.03,-9.71
21.244396209716797,0.01,0.03,-9.73
21.269295930862427,0.01,0.04,-9.71
21.294243097305298,0.02,0.01,-9.72
21.31907820701599,0.0,0.02,-9.71
21.343995809555054,0.0,0.02,-9.7
21.368878841400146,0.01,0.01,-9.72
21.39379572868347,0.0,0.02,-9.71
21.41870379447937,0.03,0.02,-9.73
21.443582773208618,0.02,0.02,-9.7
21.468547582626343,-0.01,0.03,-9.71
21.493486881256104,0.0,0.03,-9.72
21.518389463424683,0.01,0.02,-9.69
21.54337501525879,-0.0,0.02,-9.7
21.568336725234985,-0.0,0.01,-9.69
21.5932354927063,0.0,0.04,-9.74
21.61910915374756,0.0,0.03,-9.71
21.64399218559265,0.0,0.02,-9.72
21.668837547302246,0.02,0.02,-9.72
21.69393253326416,-0.0,0.02,-9.74
21.717816829681396,0.0,0.03,-9.72
21.742738485336304,0.02,0.0,-9.72
21.76768946647644,-0.0,0.01,-9.71
21.792694568634033,-0.0,0.03,-9.7
21.818597555160522,0.01,0.02,-9.73
21.843504428863525,0.0,0.03,-9.71
21.868364334106445,0.01,0.03,-9.72
21.893219709396362,0.0,0.03,-9.72
21.917267560958862,0.0,0.03,-9.72
21.942075490951538,0.01,0.03,-9.72
21.96696710586548,0.0,0.02,-9.71
21.991859436035156,0.0,0.02,-9.75
22.017529726028442,0.01,0.02,-9.7
22.04262065887451,0.01,0.02,-9.71
22.067545890808105,0.0,0.03,-9.72
22.092400312423706,0.0,0.02,-9.69
22.11676335334778,-0.0,0.02,-9.73
22.141346216201782,0.01,0.03,-9.71
22.16624402999878,0.01,0.02,-9.69
22.191131114959717,0.0,0.02,-9.72
22.216124773025513,-0.0,0.02,-9.73
22.241105318069458,-0.0,0.02,-9.7
22.266024589538574,0.01,0.01,-9.72
22.290916681289673,0.01,0.0,-9.72
22.315903663635254,-0.0,0.03,-9.68
22.34080719947815,0.01,0.04,-9.71
22.365710020065308,0.01,0.0,-9.72
22.3905930519104,0.01,0.02,-9.72
