time,X,Y,Z
5.8526153564453125,-0.26644592,0.57600221,-8.57057762
5.878934383392334,-0.23411316,0.58198976,-8.58434867
5.905226230621338,-0.25746462,0.57660098,-8.55560874
5.931544303894043,-0.25566835,0.59396486,-8.5346527
5.957847356796265,-0.26464965,0.58438482,-8.54243659
5.984142541885376,-0.25087831,0.58618106,-8.55740547
6.0104756355285645,-0.27961852,0.57719974,-8.55920124
6.036807060241699,-0.25806336,0.57480473,-8.54423236
6.063077926635742,-0.25147705,0.56282958,-8.53584957
6.0893824100494385,-0.24249572,0.57420592,-8.54423236
6.115683555603027,-0.25566835,0.59037232,-8.52507209
6.141996622085571,-0.25267457,0.5795947,-8.5172882
6.168302297592163,-0.26764345,0.57839722,-8.54602909
6.194610595703125,-0.2616559,0.56821842,-8.56518936
6.220911502838135,-0.28261232,0.57899599,-8.55201625
6.247269868850708,-0.26405091,0.58139104,-8.56219482
6.273526191711426,-0.25207581,0.57899599,-8.54483127
6.299837112426758,-0.25626709,0.57121219,-8.54183769
6.326143264770508,-0.26345217,0.58498353,-8.56279373
6.352442026138306,-0.26405091,0.57121219,-8.55800437
6.378751993179321,-0.25926086,0.58139104,-8.55920124
6.405051946640015,-0.22692811,0.57480473,-8.52507209
6.431358337402344,-0.23590943,0.57001466,-8.54543018
6.457673788070679,-0.25387206,0.5736072,-8.54842376
6.483989238739014,-0.25686585,0.57899599,-8.51908493
6.510294198989868,-0.25147705,0.58438482,-8.54004096
6.536634922027588,-0.25387206,0.58498353,-8.54902267
6.562913179397583,-0.25087831,0.58498353,-8.57716369
6.589213132858276,-0.24608826,0.57061343,-8.55022048
6.615536689758301,-0.28201355,0.58198976,-8.52866458
6.6418375968933105,-0.25327334,0.58618106,-8.55740547
6.6681506633758545,-0.26824221,0.57121219,-8.55321407
6.694458246231079,-0.24429199,0.56282958,-8.57955932
6.720768928527832,-0.2598596,0.57719974,-8.53764629
6.7470762729644775,-0.23650817,0.57839722,-8.55441093
6.773378610610962,-0.23890321,0.59216861,-8.55321407
6.799691438674927,-0.25447082,0.56642217,-8.54962158
6.825996160507202,-0.25626709,0.5795947,-8.59273147
6.852301597595215,-0.25207581,0.58677983,-8.54483127
6.878604412078857,-0.25506958,0.59037232,-8.56279373
6.904904842376709,-0.24489076,0.57240967,-8.54543018
6.931216239929199,-0.25447082,0.57899599,-8.55500984
6.957560777664185,-0.26943969,0.58079223,-8.54782485
6.983831167221069,-0.25207581,0.59396486,-8.52926349
7.010140657424927,-0.28261232,0.57420592,-8.56279373
7.036482572555542,-0.26225466,0.57779846,-8.54842376
7.06275200843811,-0.25207581,0.58498353,-8.55560874
7.089073896408081,-0.21854553,0.57719974,-8.54363346
7.11537504196167,-0.25327334,0.59156985,-8.54363346
7.14167332649231,-0.26345217,0.58079223,-8.55680656
7.167983770370483,-0.29039611,0.58797736,-8.54722595
7.194291591644287,-0.25027954,0.57480473,-8.56758403
7.2206220626831055,-0.26105713,0.57719974,-8.55081844
7.246932744979858,-0.25147705,0.57121219,-8.54902267
7.273235321044922,-0.2496808,0.5736072,-8.54842376
7.2995216846466064,-0.25506958,0.58019351,-8.55860233
7.325838565826416,-0.2454895,0.58857607,-8.5382452
7.3521411418914795,-0.26524841,0.5855823,-8.55680656
7.3784339427948,-0.26345217,0.59456357,-8.5693798
7.40474796295166,-0.26105713,0.58258857,-8.56818294
7.431043386459351,-0.23890321,0.58618106,-8.55800437
7.457376480102539,-0.27842104,0.59156985,-8.54782485
7.483668804168701,-0.25506958,0.57839722,-8.5382452
7.509980201721191,-0.2616559,0.56462583,-8.56159687
7.536284685134888,-0.25686585,0.57600221,-8.53764629
7.562586069107056,-0.26524841,0.59097108,-8.55081844
7.58889627456665,-0.24788453,0.58019351,-8.55381298
7.615205764770508,-0.27782227,0.57839722,-8.57417011
7.641509294509888,-0.25027954,0.57181096,-8.54243659
7.667823314666748,-0.24668703,0.5795947,-8.56039905
7.694122552871704,-0.24848327,0.5855823,-8.50531387
7.72043776512146,-0.26584718,0.60114994,-8.54662799
7.746739625930786,-0.25926086,0.57420592,-8.54183769
7.773045539855957,-0.24668703,0.56462583,-8.55680656
7.799363374710083,-0.26464965,0.58438482,-8.5388441
7.8256683349609375,-0.25626709,0.5676197,-8.54842376
7.851968050003052,-0.25926086,0.58198976,-8.54243659
7.8782758712768555,-0.25327334,0.58198976,-8.55920124
7.90459132194519,-0.25866212,0.57240967,-8.55560874
7.930898904800415,-0.25087831,0.57899599,-8.52926349
7.957182168960571,-0.23770568,0.56223087,-8.55261516
7.983497381210327,-0.2496808,0.57600221,-8.55560874
8.009804487228394,-0.25147705,0.5616321,-8.54123878
8.036120891571045,-0.273631,0.58498353,-8.58075618
8.062427759170532,-0.23650817,0.5795947,-8.52207851
8.088727951049805,-0.25926086,0.58857607,-8.55321407
8.11503529548645,-0.24010071,0.58797736,-8.58315181
8.1413414478302,-0.23830444,0.57719974,-8.54004096
8.167649745941162,-0.26764345,0.59097108,-8.55201625
8.193955183029175,-0.25327334,0.59037232,-8.54962158
8.220274209976196,-0.24788453,0.58797736,-8.55441093
8.246603012084961,-0.24489076,0.55863833,-8.55081844
8.272907972335815,-0.24908204,0.58258857,-8.54004096
8.299204111099243,-0.23411316,0.56522464,-8.54243659
8.325505495071411,-0.25506958,0.58139104,-8.56279373
8.351803064346313,-0.26345217,0.57420592,-8.54782485
8.378103733062744,-0.25387206,0.58198976,-8.53165912
8.404406785964966,-0.25387206,0.59935369,-8.54183769
8.430741548538208,-0.24129822,0.5795947,-8.57536792
8.45702314376831,-0.25387206,0.59695863,-8.57896041
8.483332872390747,-0.26524841,0.59156985,-8.54423236
8.509626626968384,-0.2628534,0.58318729,-8.55800437
8.535942792892456,-0.24369325,0.55444707,-8.56339263
8.562257051467896,-0.2454895,0.57719974,-8.53345489
8.58855652809143,-0.23950197,0.56821842,-8.5388441
8.614866733551025,-0.26405091,0.57719974,-8.55920124
8.641149520874023,-0.25506958,0.58857607,-8.51609134
8.667486190795898,-0.24249572,0.58019351,-8.5382452
8.6937837600708,-0.25566835,0.57779846,-8.55141735
8.72008991241455,-0.24129822,0.5855823,-8.58734321
8.746392488479614,-0.25087831,0.58737854,-8.53944206
8.77270245552063,-0.25387206,0.59216861,-8.56039905
8.799006462097168,-0.24608826,0.57061343,-8.54602909
8.825321197509766,-0.2598596,0.57240967,-8.56758403
8.851622581481934,-0.24429199,0.58318729,-8.54602909
8.877932786941528,-0.25866212,0.57779846,-8.56339263
8.904239416122437,-0.27063722,0.5957611,-8.54183769
8.93054747581482,-0.26045837,0.60114994,-8.54782485
8.956858158111572,-0.2598596,0.59935369,-8.55022048
8.983152389526367,-0.24129822,0.56223087,-8.50052356
9.009468793869019,-0.2628534,0.57899599,-8.56578731
9.035767555236816,-0.25926086,0.59336609,-8.55081844
9.06207799911499,-0.24608826,0.59396486,-8.52447319
9.088390827178955,-0.25207581,0.59156985,-8.55620765
9.114697456359863,-0.25866212,0.55983586,-8.56219482
9.140995979309082,-0.25506958,0.58019351,-8.525671
9.167315006256104,-0.23291566,0.58797736,-8.53764629
9.19361662864685,-0.23770568,0.5897736,-8.55441093
9.219922542572021,-0.25686585,0.59097108,-8.57716369
9.246213436126709,-0.26884098,0.59935369,-8.54004096
9.272538423538208,-0.26225466,0.58019351,-8.55141735
9.29884386062622,-0.24369325,0.57899599,-8.53704738
9.325150728225708,-0.26584718,0.59037232,-8.55141735
9.351460695266724,-0.25866212,0.58737854,-8.54423236
9.377753973007202,-0.25087831,0.57779846,-8.56159687
9.404054403305054,-0.25926086,0.57600221,-8.57836151
9.430367708206177,-0.25866212,0.5676197,-8.5340538
9.45670223236084,-0.24848327,0.58019351,-8.54722595
9.482988595962524,-0.25506958,0.57420592,-8.56219482
9.50927209854126,-0.25626709,0.57001466,-8.54902267
9.535580158233643,-0.23950197,0.59336609,-8.54483127
9.561890840530396,-0.23770568,0.58198976,-8.54123878
9.588223218917847,-0.25207581,0.58258857,-8.56997871
9.614503622055054,-0.25926086,0.57660098,-8.57836151
9.640822410583496,-0.2616559,0.57001466,-8.56159687
9.667119026184082,-0.25746462,0.59396486,-8.53764629
9.693410873413086,-0.25267457,0.57420592,-8.52507209
9.71972942352295,-0.25746462,0.56582336,-8.51369571
9.746029615402222,-0.23950197,0.57839722,-8.53525161
9.772337198257446,-0.26225466,0.57899599,-8.55620765
9.798643827438354,-0.2454895,0.58797736,-8.54722595
9.82494330406189,-0.25447082,0.57600221,-8.56339263
9.851254940032959,-0.25566835,0.58857607,-8.54483127
9.877549171447754,-0.26045837,0.58797736,-8.54602909
9.903862953186035,-0.25866212,0.57899599,-8.51848602
9.930164098739624,-0.25207581,0.58498353,-8.51788711
9.956502676010132,-0.25387206,0.57420592,-8.55920124
9.982775926589966,-0.26345217,0.56702089,-8.55740547
10.009087085723877,-0.2215393,0.57899599,-8.52746772
10.035394668579102,-0.24788453,0.59516239,-8.55261516
10.061695098876953,-0.27243349,0.5957611,-8.55740547
10.088002681732178,-0.23830444,0.59156985,-8.55321407
10.11431074142456,-0.25806336,0.58139104,-8.54662799
10.14061450958252,-0.25566835,0.57240967,-8.54902267
10.166927337646484,-0.25806336,0.56941595,-8.57117652
10.193228721618652,-0.25746462,0.5855823,-8.54602909
10.219541072845459,-0.2496808,0.58378601,-8.55381298
10.245846509933472,-0.2628534,0.57839722,-8.55560874
10.272159099578857,-0.27482848,0.58318729,-8.53584957
10.298479080200195,-0.25207581,0.57600221,-8.54962158
10.324769496917725,-0.25506958,0.57839722,-8.55441093
10.351080894470215,-0.25147705,0.56342835,-8.53225708
10.377387523651123,-0.24429199,0.59037232,-8.54902267
10.403698444366455,-0.26644592,0.58737854,-8.55381298
10.430001735687256,-0.2628534,0.59396486,-8.53584957
10.456308126449585,-0.2616559,0.58378601,-8.55920124
10.482619285583496,-0.24429199,0.57899599,-8.55321407
10.508917570114136,-0.24608826,0.5855823,-8.53046131
10.53522253036499,-0.25506958,0.59216861,-8.54363346
10.561519384384155,-0.25626709,0.59097108,-8.5382452
10.58783483505249,-0.25327334,0.59276733,-8.53704738
10.614142179489136,-0.25207581,0.5676197,-8.51968383
10.640438556671143,-0.26045837,0.5795947,-8.55321407
10.666767835617065,-0.2628534,0.57899599,-8.55500984
10.693047285079956,-0.27782227,0.59097108,-8.5825529
10.719359159469604,-0.25566835,0.57300844,-8.54842376
10.745653867721558,-0.24608826,0.57420592,-8.53704738
10.771964311599731,-0.24728579,0.57660098,-8.53165912
10.798277378082275,-0.27422974,0.5795947,-8.54782485
10.82457423210144,-0.24848327,0.56941595,-8.55081844
10.850900650024414,-0.26584718,0.57121219,-8.55201625
10.877201318740845,-0.27303223,0.59276733,-8.43585777
10.903495073318481,-0.2628534,0.5736072,-8.56099796
10.929793357849121,-0.24908204,0.58618106,-8.54243659
10.956103801727295,-0.23052062,0.58797736,-8.55261516
10.982420206069946,-0.25506958,0.59156985,-8.5214796
11.008716106414795,-0.25926086,0.56582336,-8.54902267
11.035024166107178,-0.26464965,0.58258857,-8.51249885
11.06132197380066,-0.24010071,0.58677983,-8.57117652
11.087633609771729,-0.26644592,0.5736072,-8.5430355
11.113938808441162,-0.25207581,0.5855823,-8.52866458
11.140243530273438,-0.24668703,0.58139104,-8.59153461
11.16657567024231,-0.25447082,0.59755744,-8.55201625
11.192853450775146,-0.2335144,0.58378601,-8.54063987
11.219163417816162,-0.26464965,0.58198976,-8.55441093
11.245466232299805,-0.26225466,0.58139104,-8.55321407
11.271774291992188,-0.26943969,0.57540345,-8.57177543
11.298075437545776,-0.27003846,0.59216861,-8.57476902
11.324387788772583,-0.26225466,0.58019351,-8.55381298
11.350697755813599,-0.25387206,0.58438482,-8.54123878
11.377009153366089,-0.27243349,0.59276733,-8.53644847
11.403307676315308,-0.26524841,0.58737854,-8.5340538
11.429607391357422,-0.25746462,0.57839722,-8.54602909
11.45591115951538,-0.23590943,0.58258857,-8.55022048
11.482240676879883,-0.25447082,0.58198976,-8.54183769
11.50852632522583,-0.24309449,0.58677983,-8.5430355
11.53483271598816,-0.25626709,0.5855823,-8.54782485
11.561120748519897,-0.24010071,0.59097108,-8.50471496
11.58743929862976,-0.24369325,0.5897736,-8.54243659
11.613734722137451,-0.2616559,0.57600221,-8.55441093
11.640051364898682,-0.26764345,0.5795947,-8.5340538
11.666350841522217,-0.25926086,0.58318729,-8.5388441
11.692676544189453,-0.24369325,0.57540345,-8.56219482
11.718967914581299,-0.26105713,0.59156985,-8.57057762
11.745280981063843,-0.26345217,0.5795947,-8.5382452
11.771587133407593,-0.26345217,0.57839722,-8.53525161
11.797887802124023,-0.25267457,0.57300844,-8.56698513
11.824185132980347,-0.25926086,0.57600221,-8.55980014
11.850501537322998,-0.27003846,0.57001466,-8.54243659
11.876822471618652,-0.25866212,0.58198976,-8.52028274
11.903123378753662,-0.26704468,0.57839722,-8.55201625
11.92943263053894,-0.26824221,0.55504579,-8.57117652
11.955760717391968,-0.25327334,0.57420592,-8.54842376
11.982046604156494,-0.2598596,0.57121219,-8.53644847
12.008360385894775,-0.2598596,0.58318729,-8.54782485
12.034656524658203,-0.2628534,0.57480473,-8.53944206
12.060986280441284,-0.24189698,0.57779846,-8.53944206
12.08727478981018,-0.25207581,0.5795947,-8.54423236
12.11357045173645,-0.23052062,0.58857607,-8.55201625
12.139891147613525,-0.24788453,0.58677983,-8.5430355
12.166197061538696,-0.26824221,0.56103334,-8.59392929
12.192492485046387,-0.26884098,0.57660098,-8.54423236
12.218802213668823,-0.26644592,0.56282958,-8.55920124
12.245111227035522,-0.29279115,0.56941595,-8.53944206
12.271425008773804,-0.24728579,0.58737854,-8.53764629
12.29772162437439,-0.26464965,0.56702089,-8.56339263
12.324036598205566,-0.25327334,0.5736072,-8.57836151
12.350346326828003,-0.26704468,0.58438482,-8.53584957
12.376681327819824,-0.24429199,0.5855823,-8.52806663
12.402966499328613,-0.24069948,0.57899599,-8.54183769
12.429269790649414,-0.2496808,0.58258857,-8.52387523
12.455569982528687,-0.24309449,0.58618106,-8.54782485
12.481884956359863,-0.2454895,0.58258857,-8.56578731
12.508189916610718,-0.22393434,0.59815616,-8.57177543
12.534488439559937,-0.25027954,0.58917479,-8.57417011
12.56079387664795,-0.27243349,0.58618106,-8.55980014
12.587101936340332,-0.23710694,0.5855823,-8.50651073
12.613409280776978,-0.25926086,0.57480473,-8.55261516
12.63971996307373,-0.27123596,0.58378601,-8.54423236
12.666019916534424,-0.28740236,0.58797736,-8.54842376
12.692327499389648,-0.26345217,0.59336609,-8.5693798
12.718636989593506,-0.25566835,0.58677983,-8.56878185
12.744933843612671,-0.25506958,0.58498353,-8.55441093
12.771243810653687,-0.24069948,0.58857607,-8.56099796
12.797549724578857,-0.26105713,0.58318729,-8.56758403
12.823853492736816,-0.25267457,0.58618106,-8.54543018
12.850152969360352,-0.27183473,0.59097108,-8.55560874
12.876764297485352,-0.2616559,0.57660098,-8.5382452
12.902793169021606,-0.23830444,0.59156985,-8.54183769
12.929084062576294,-0.22812561,0.57001466,-8.56578731
12.955381155014038,-0.25147705,0.57600221,-8.55680656
12.981695890426636,-0.25147705,0.5795947,-8.53285598
13.007998704910278,-0.25027954,0.57121219,-8.53704738
